"Distance [mm]"	"Mag_B [mTesla]"
21.6901928	507.94232193759
21.7351932	507.960218337736
21.7801936	507.977694723969
21.825194	507.994751072938
21.8701944	508.011387361843
21.9151948	508.027603568445
21.9601952	508.043399671058
22.0051956	508.058775648552
22.050196	508.073731480355
22.0951964	508.088267146447
22.1401968	508.102382627367
22.1851972	508.116077904209
22.2301976	508.129352958622
22.275198	508.142207772813
22.3201984	508.154642329541
22.3651988	508.166656612125
22.4101992	508.178250604437
22.4551996	508.189424290906
22.5002	508.200177656518
22.5452004	508.210510686812
22.5902008	508.220423367885
22.6352012	508.22991568639
22.6802016	508.238987629533
22.725202	508.247639185079
22.7702024	508.255870341348
22.8152028	508.263681087216
22.8602032	508.271071412113
22.9052036	508.278041306028
22.950204	508.284590759503
22.9952044	508.290719763637
23.0402048	508.296428310084
23.0852052	508.301716391056
23.1302056	508.306583999319
23.175206	508.311031128195
23.2202064	508.315057771562
23.2652068	508.318663923855
23.3102072	508.321849580063
23.3552076	508.324614735731
23.400208	508.326959386961
23.4452084	508.328883530412
23.4902088	508.330387163295
23.5352092	508.33147028338
23.5802096	508.33213288899
23.62521	508.332374979009
23.6702104	508.332196552871
23.7152108	508.331597610569
23.7602112	508.330578152651
23.8052116	508.329138180222
23.850212	508.32727769494
23.8952124	508.324996699023
23.9402128	508.322295195241
23.9852132	508.319173186922
24.0302136	508.315630677949
24.075214	508.311667672761
24.1202144	508.307284176352
24.1652148	508.302480194276
24.2102152	508.297255732636
24.2552156	508.291610798096
24.300216	508.285545397873
24.3452164	508.279059539743
24.3902168	508.272153232036
24.4352172	508.264826483636
24.4802176	508.257079303985
24.525218	508.248911703082
24.5702184	508.240323691478
24.6152188	508.231315280285
24.6602192	508.221886481165
24.7052196	508.212037306341
24.75022	508.201767768588
24.7952204	508.19107788124
24.8402208	508.179967658185
24.8852212	508.168437113867
24.9302216	508.156486263285
24.975222	508.144115121996
25.0202224	508.131323706112
25.0652228	508.118112032299
25.1102232	508.104480117782
25.1552236	508.090427980338
25.200224	508.075955638305
25.2452244	508.061063110573
25.2902248	508.045750416587
25.3352252	508.030017576351
25.3802256	508.013864610424
25.425226	507.997291539918
25.4702264	507.980298386505
25.5152268	507.962885172411
25.5602272	507.945051920416
25.6052276	507.926798653859
25.650228	507.908125396634
25.6952284	507.889032173189
25.7402288	507.86951900853
25.7852292	507.849585928217
25.8302296	507.829232958368
25.87523	507.808460125655
25.9202304	507.787267457306
25.9652308	507.765654981105
26.0102312	507.743622725394
26.0552316	507.721170719068
26.100232	507.698298991578
26.1452324	507.675007572932
26.1902328	507.651296493696
26.2352332	507.627165784986
26.2802336	507.602615478477
26.325234	507.577645606404
26.3702344	507.55225620155
26.4152348	507.52644729726
26.4602352	507.500218927431
26.5052356	507.473571126518
26.550236	507.446503929531
26.5952364	507.419017372036
26.6402368	507.391111490155
26.6852372	507.362786320567
26.7302376	507.334041900504
26.775238	507.304878267756
26.8202384	507.275295460668
26.8652388	507.245293518141
26.9102392	507.214872479632
26.9552396	507.184032385155
27.00024	507.152773275277
27.0452404	507.121095191123
27.0902408	507.088998174373
27.1352412	507.056482267264
27.1802416	507.023547512588
27.225242	506.990193953691
27.2702424	506.956421634479
27.3152428	506.92223059941
27.3602432	506.8876208935
27.4052436	506.852592562319
27.450244	506.817145651995
27.4952444	506.781280209212
27.5402448	506.68143577264
27.5852452	506.569826846497
27.6302456	506.457552427477
27.675246	506.344612737063
27.7202464	506.231008004171
27.7652468	506.116738465153
27.8102472	506.001804363798
27.8552476	505.886205951328
27.900248	505.769943486402
27.9452484	505.653017235113
27.9902488	505.53542747099
28.0352492	505.417174474998
28.0802496	505.298258535535
28.12525	505.178679948438
28.1702504	505.058439016976
28.2152508	504.937536051855
28.2602512	504.815971371215
28.3052516	505.230320253275
28.350252	506.810196710147
28.3952524	508.356806321697
28.4402528	509.869794918083
28.4852532	511.348816304363
28.5302536	512.793532260479
28.575254	514.203612541268
28.6202544	515.578734876456
28.6652548	516.918584970659
28.7102552	518.222856503386
28.7552556	519.491251129034
28.800256	520.723478476894
28.8452564	521.919256151144
28.8902568	523.078309730855
28.9352572	524.20037276999
28.9802576	525.285186797399
29.025258	526.332501316827
29.0702584	527.342073806906
29.1152588	528.31366972116
29.1602592	529.247062488006
29.2052596	530.14203351075
29.25026	530.998372167588
29.2952604	531.815875811608
29.3402608	532.594349770786
29.3852612	533.333607347994
29.4302616	534.033469820989
29.475262	534.693766442424
29.5202624	535.314334439839
29.5652628	535.895019015666
29.6102632	536.435673347228
29.6552636	536.936158586738
29.700264	537.396343861302
29.7452644	537.816106272912
29.7902648	538.195330898455
29.8352652	538.53391078971
29.8802656	538.831746973341
29.925266	539.088748450908
29.9702664	539.304832198858
30.0152668	539.479923168533
30.0602672	539.61395428616
30.1052676	539.706866452864
30.150268	539.758608544654
30.1952684	539.769137412432
30.2402688	539.738417881994
30.2852692	539.666422754023
30.3302696	539.553132804094
30.37527	539.398536782671
30.4202704	539.202631415112
30.4652708	538.965421401663
30.5102712	538.686919417463
30.5552716	538.367146112541
30.600272	538.006130111814
30.6452724	537.603908015094
30.6902728	537.160524397081
30.7352732	536.676031807368
30.7802736	536.150490770436
30.825274	535.583969785657
30.8702744	534.976545327298
30.9152748	534.328301844512
30.9602752	533.639331761344
31.0052756	532.909735476732
31.050276	532.1396213645
31.0952764	531.329105773367
31.1402768	530.478313026942
31.1852772	529.587375423724
31.2302776	528.656433237103
31.275278	527.685634715359
31.3202784	526.675136081664
31.3652788	525.62510153408
31.4102792	524.535703245561
31.4552796	523.407121363948
31.50028	522.239544011978
31.5452804	521.033167287274
31.5902808	519.788195262355
31.6352812	518.504839984626
31.6802816	517.183321476383
31.725282	515.823867734817
31.7702824	514.426714732006
31.8152828	512.99210641492
31.8602832	511.520294705417
31.9052836	510.011539500251
31.950284	508.466108671063
31.9952844	506.884278064387
32.0402848	505.266331501644
32.0852852	503.612560779151
32.1302856	501.923265668112
32.175286	500.198753914622
32.2202864	498.439341239668
32.2652868	496.645351339127
32.3102872	494.817115883769
32.3552876	492.95497451925
32.400288	491.059274866121
32.4452884	489.130372519822
32.4902888	487.168631050684
32.5352892	485.17442200393
32.5802896	483.148124899671
32.62529	481.090127232911
32.6702904	479.000824473544
32.7152908	476.880620066356
32.7602912	474.729925431019
32.8052916	472.549159962103
32.850292	470.338751029064
32.8952924	468.09913397625
32.9402928	465.830752122899
32.9852932	463.534056763141
33.0302936	461.209507165995
33.075294	458.857570575374
33.1202944	456.478722210077
33.1652948	454.073445263799
33.2102952	451.642230905121
33.2552956	449.185578277518
33.300296	446.703994499355
33.3452964	444.197994663887
33.3902968	441.66810183926
33.4352972	439.11484706851
33.4802976	436.538769369566
33.525298	433.940415735246
33.5702984	431.320341133259
33.6152988	428.679108506205
33.6602992	426.017288771576
33.7052996	423.335460821752
33.7503	420.634211524005
33.7953004	417.914135720498
33.8403008	415.175836228286
33.8853012	412.419923839313
33.9303016	409.647017320413
33.975302	406.857743413313
34.0203024	404.05273683463
34.0653028	401.232640275871
34.1103032	398.398104403434
34.1553036	395.549787858608
34.200304	392.688357257573
34.2453044	390.195940474365
34.2903048	387.74909945573
34.3353052	385.220118707801
34.3803056	382.608615779779
34.425306	379.914221690708
34.4703064	377.136580929472
34.5153068	374.275351454793
34.5603072	371.33020469524
34.6053076	368.300825549216
34.650308	365.18691238497
34.6953084	361.988177040588
34.7403088	358.704344823998
34.7853092	355.33515451297
34.8303096	351.880358355114
34.87531	348.33972206788
34.9203104	344.71302483856
34.9653108	341.000059324285
35.0103112	337.393789194306
35.0553116	334.440050100205
35.100312	331.502857532308
35.1453124	328.58213619731
35.1903128	325.677812129042
35.2353132	322.789812688467
35.2803136	319.918066563688
35.325314	317.062503769943
35.3703144	314.223055649604
35.4153148	311.399654872181
35.4603152	308.592235434318
35.5053156	305.800732659796
35.550316	303.025083199533
35.5953164	300.265225031581
35.6403168	297.521097461127
35.6853172	294.792641120497
35.7303176	292.07979796915
35.775318	289.382511293683
35.8203184	286.700725707827
35.8653188	284.034387152449
35.9103192	281.383442895554
35.9553196	278.747841532281
36.00032	276.127532984906
36.0453204	273.522468502838
36.0903208	270.932600662626
36.1353212	268.357883367952
36.1803216	265.798271849634
36.225322	263.253722665629
36.2703224	260.724193701024
36.3153228	258.209644168047
36.3603232	255.710034606061
36.4053236	253.225326881563
36.450324	250.755484188186
36.4953244	248.300471046701
36.5403248	245.860253305014
36.5853252	243.434798138164
36.6303256	241.024074048331
36.675326	238.628050864826
36.7203264	236.246699744099
36.7653268	233.879993169735
36.8103272	231.527904952455
36.8553276	229.190410230114
36.900328	226.867485467705
36.9453284	224.559108457357
36.9903288	222.265258318334
37.0353292	219.985915497036
37.0803296	217.721061766997
37.12533	215.470680228891
37.1703304	213.234755310525
37.2153308	211.013272766842
37.2603312	208.806219679921
37.3053316	206.613584458978
37.350332	204.435356840363
37.3953324	202.271527887564
37.4403328	200.122089991203
37.4853332	197.987036869038
37.5303336	195.866363565964
37.575334	193.760066454011
37.6203344	191.668143232346
37.6653348	189.590592927269
37.7103352	187.52741589222
37.7553356	185.478613807772
37.800336	183.444189681634
37.8453364	181.424147848652
37.8903368	179.418493970806
37.9353372	177.427235037215
37.9803376	175.450379364131
38.025338	173.487936594943
38.0703384	171.539917700175
38.1153388	169.606334977489
38.1603392	167.68720205168
38.2053396	165.78253387468
38.25034	163.892346725559
38.2953404	162.016658210519
38.3403408	160.155487262902
38.3853412	158.308854143181
38.4303416	156.47678043897
38.475342	154.659289065015
38.5203424	152.856404263199
38.5653428	151.068151602542
38.6103432	149.294557979199
38.6553436	147.53565161646
38.700344	145.791462064753
38.7453444	144.062020201639
38.7903448	142.347358231817
38.8353452	140.647509687122
38.8803456	138.962509426523
38.925346	137.292393636126
38.9703464	135.637199829174
39.0153468	133.996966846044
39.0603472	132.371734854249
39.1053476	130.761545348439
39.150348	129.1664411504
39.1953484	127.586466409051
39.2403488	126.021666600451
39.2853492	124.472088527792
39.3303496	122.937780321403
39.37535	121.418791438748
39.4203504	119.915172664427
39.4653508	118.426976110178
39.5103512	116.954255214871
39.5553516	115.497064744516
39.600352	114.055460792256
39.6453524	112.629500778369
39.6903528	111.219243450274
39.7353532	109.824748882519
39.7803536	108.446078476794
39.825354	107.083294961919
39.8703544	105.736462393856
39.9153548	104.405646155699
39.9603552	103.090912957678
40.0053556	101.792330837159
40.050356	100.509969158647
40.0953564	99.2438986137767
40.1403568	97.9941912213249
40.1853572	96.7609203272003
40.2303576	95.5441606044494
40.275358	94.3439880532535
40.3203584	93.1604800009301
40.3653588	91.9937151019329
40.4103592	90.8437733378509
40.4553596	89.7107360174094
40.50036	88.5946857764691
40.5453604	87.4957065780271
40.5903608	86.4138837122158
40.6353612	85.3493037963041
40.6803616	84.302054774696
40.725362	83.2722259189321
40.7703624	82.2599078276882
40.8153628	81.2651924267766
40.8603632	80.2881729691449
40.9053636	79.3289440348766
40.950364	78.3876015311918
40.9953644	77.4642426924451
41.0403648	76.5589660801289
41.0853652	75.671871582869
41.1303656	74.8030604164293
41.175366	73.9526351237083
41.2203664	73.1206995747407
41.2653668	72.3073589666971
41.3103672	71.5127198238836
41.3553676	70.7368899977428
41.400368	69.9799786668528
41.4453684	69.27871429532
41.4903688	68.6079419701438
41.5353692	67.9554411300541
41.5803696	67.3211931290491
41.62537	66.7051793771702
41.6703704	66.1073813405031
41.7153708	65.527780541177
41.7603712	64.966358557365
41.8053716	64.464191295395
41.850372	64.3951164053007
41.8953724	64.3250566459466
41.9403728	64.254007828486
41.9853732	64.1819657986974
42.0303736	64.108926436985
42.075374	64.0348856583776
42.1203744	63.9598394125302
42.1653748	63.7562612952531
42.2103752	63.5354801854497
42.2553756	63.3148187810886
42.300376	63.094275804422
42.3453764	62.8738499881502
42.3903768	62.6535400754222
42.4353772	62.4333448198348
42.4803776	62.2132629854333
42.525378	61.9932933467113
42.5703784	61.7734346886106
42.6153788	61.5536858065215
42.6603792	61.3340455062824
42.7053796	61.11451260418
42.75038	60.8950859269493
42.7953804	60.6757643117736
42.8403808	60.4565466062846
42.8853812	60.237431668562
42.9303816	60.018418367134
42.975382	59.7995055809771
43.0203824	59.5806921995161
43.0653828	59.361977122624
43.1103832	59.143359260622
43.1553836	58.9248375342798
43.200384	58.7064108748153
43.2453844	58.4880782238946
43.2903848	58.2698385336322
43.3353852	58.0516907665908
43.3803856	57.8336338957815
43.425386	57.6156669046636
43.4703864	57.3977887871446
43.5153868	57.1799985475807
43.5603872	56.9622952007758
43.6053876	56.7446777719824
43.650388	56.5271452969013
43.6953884	56.3096968216815
43.7403888	56.0923314029205
43.7853892	55.8750481076638
43.8303896	55.6578460134052
43.87539	55.440724208087
43.9203904	55.2236817900997
43.9653908	55.0067178682822
44.0103912	54.7898315619211
44.0553916	54.5730220007521
44.100392	54.3562883249588
44.1453924	54.1396296851731
44.1903928	53.9230452424752
44.2353932	53.7065341683934
44.2803936	53.4900956449047
44.325394	53.2737288644341
44.3703944	53.057433029855
44.4153948	52.8412073544888
44.4603952	52.6250510621058
44.5053956	52.4089633869239
44.550396	52.1929435736096
44.5953964	51.9769908772779
44.6403968	51.7611045634917
44.6853972	51.5452839082625
44.7303976	51.3295281980499
44.775398	51.1138367297616
44.8203984	50.898208810754
44.8653988	50.6826437588318
44.9103992	50.4671409022475
44.9553996	50.2516995797023
45.0004	50.0363191403456
