"Distance [mm]"	"Mag_B [tesla]"
10.2600912	0.710015627964859
10.3050916	0.717050665732612
10.350092	0.723794038487105
10.3950924	0.73024739301594
10.4400928	0.736412449234885
10.4850932	0.742291000187901
10.5300936	0.747884912047121
10.575094	0.753196124112865
10.6200944	0.758955954905872
10.6650948	0.765491880954638
10.7100952	0.771989082918927
10.7550956	0.778444802732774
10.800096	0.784856324888481
10.8450964	0.791220976436621
10.8900968	0.79753612698603
10.9350972	0.803799188703815
10.9800976	0.810007616315347
11.025098	0.816158907104267
11.0700984	0.822250600912483
11.1150988	0.828280280140171
11.1600992	0.83424556974577
11.2050996	0.840144137245992
11.2501	0.845973692715815
11.2951004	0.851731988788481
11.3401008	0.857416820655504
11.3851012	0.863026026066664
11.4301016	0.868557485330006
11.475102	0.874009121311845
11.5201024	0.879378899436763
11.5651028	0.884664827687608
11.6101032	0.889864956605497
11.6551036	0.894977379289816
11.700104	0.900000231398213
11.7451044	0.904931691146605
11.7901048	0.909769979309184
11.8351052	0.9145133592184
11.8801056	0.919160136764974
11.925106	0.923708660397893
11.9701064	0.928157321124417
12.0151068	0.932504552510065
12.0601072	0.936748830678629
12.1051076	0.940888674312167
12.150108	0.944922644651003
12.1951084	0.948849345493731
12.2401088	0.952667423197212
12.2851092	0.956375566676573
12.3301096	0.959972507405208
12.37511	0.963457019414779
12.4201104	0.966827919295217
12.4651108	0.97008406619472
12.5101112	0.97322436181975
12.5551116	0.976247750435041
12.600112	0.979153218863591
12.6451124	0.981939796486669
12.6901128	0.984606555243805
12.7351132	0.987152609632806
12.7801136	0.989577116709736
12.825114	0.991879276088936
12.8701144	0.994058329943006
12.9151148	0.99611356300282
12.9601152	0.998044302557515
13.0051156	0.999849918454498
13.050116	1.00152982309944
13.0951164	1.00308347145629
13.1401168	1.00451036104724
13.1851172	1.00581003195278
13.2301176	1.00698206681165
13.275118	1.00802609082086
13.3201184	1.00894177173569
13.3651188	1.00972881986968
13.4101192	1.01038698809464
13.4551196	1.01091607184067
13.50012	1.01131590909609
13.5451204	1.01158638040753
13.5901208	1.01172740887987
13.6351212	1.01173896017626
13.6801216	1.01162104251812
13.725122	1.01137370668513
13.7701224	1.01099704601524
13.8151228	1.01049119640468
13.8601232	1.00985633630793
13.9051236	1.00909268673774
13.950124	1.00820051126513
13.9951244	1.00718011601941
14.0401248	1.00603184968811
14.0851252	1.00475610351706
14.1301256	1.00335331131037
14.175126	1.00182394943037
14.2201264	1.00016853679771
14.2651268	0.998387634891271
14.3101272	0.996481847748218
14.3551276	0.994451821963978
14.400128	0.992298246692247
14.4451284	0.990021853644987
14.4901288	0.98762341709243
14.5351292	0.985103753863072
14.5801296	0.982463723343681
14.62513	0.979704227479288
14.6701304	0.976826210773195
14.7151308	0.973830660286966
14.7601312	0.970718605640436
14.8051316	0.967491119011713
14.850132	0.964149315137159
14.8951324	0.960694351311417
14.9401328	0.957127427387388
14.9851332	0.953449785776248
15.0301336	0.949662711447431
15.075134	0.945767531928648
15.1201344	0.94410932236861
15.1651348	0.944575907461546
15.2101352	0.945037852874517
15.2551356	0.945495154765411
15.300136	0.94594780954556
15.3451364	0.946395813879734
15.3901368	0.946839164686145
15.4351372	0.947277859136445
15.4801376	0.947711894655728
15.525138	0.948141268922526
15.5701384	0.948565979868815
15.6151388	0.948986025680008
15.6601392	0.949401404794961
15.7051396	0.949754125148927
15.75014	0.949867296217404
15.7951404	0.949978776285464
15.8401408	0.950088564728949
15.8851412	0.950196660932624
15.9301416	0.950303064290168
15.975142	0.950407774204204
16.0201424	0.95051079008627
16.0651428	0.950612111356831
16.1101432	0.950711737445277
16.1551436	0.950809667789931
16.200144	0.950905901838034
16.2451444	0.951000439045756
16.2901448	0.951093278878192
16.3351452	0.951184420809366
16.3801456	0.951273864322224
16.425146	0.951361608908641
16.4701464	0.951447654069415
16.5151468	0.951531999314271
16.5601472	0.951614644161864
16.6051476	0.951695588139768
16.650148	0.951774830784487
16.6951484	0.951852371641451
16.7401488	0.951928210265016
16.7851492	0.952002346218459
16.8301496	0.952074779073991
16.87515	0.952145508412744
16.9201504	0.952214533824777
16.9651508	0.952281854909075
17.0101512	0.952347471273549
17.0551516	0.952411382535033
17.100152	0.952473588319294
17.1451524	0.952534088261018
17.1901528	0.952592882003819
17.2351532	0.95264996920024
17.2801536	0.952705349511744
17.325154	0.952759022608726
17.3701544	0.952810988170505
17.4151548	0.952861245885322
17.4601552	0.952909795450349
17.5051556	0.952956636571683
17.550156	0.953001768964343
17.5951564	0.953045192352281
17.6401568	0.953086906468366
17.6851572	0.953126911054403
17.7301576	0.953165205861117
17.775158	0.953201790648155
17.8201584	0.9532366651841
17.8651588	0.953269829246452
17.9101592	0.953301282621641
17.9551596	0.953331025105024
18.00016	0.953359056500883
18.0451604	0.953385376622422
18.0901608	0.953409985291778
18.1351612	0.953432882340006
18.1801616	0.953454067607096
18.225162	0.953473540941955
18.2701624	0.953491302202422
18.3151628	0.953507351255261
18.3601632	0.953521687976158
18.4051636	0.953534312249728
18.450164	0.953545223969513
18.4951644	0.953554423037982
18.5401648	0.953561909366525
18.5851652	0.953567682875459
18.6301656	0.953571743494032
18.675166	0.953574091160413
18.7201664	0.953574725821694
18.7651668	0.953573647433905
18.8101672	0.953570855961989
18.8551676	0.953566351379822
18.900168	0.953560133670204
18.9451684	0.953552202824861
18.9901688	0.953542558844445
19.0351692	0.953531201738532
19.0801696	0.95351813152563
19.12517	0.953503348233165
19.1701704	0.953486851897493
19.2151708	0.953468642563898
19.2601712	0.953448720286585
19.3051716	0.953427085128689
19.350172	0.95340373716227
19.3951724	0.953378676468313
19.4401728	0.953351903136727
19.4851732	0.953323417266352
19.5301736	0.953293218964952
19.575174	0.953261308349212
19.6201744	0.953227685544752
19.6651748	0.953192350686109
19.7101752	0.953155303916751
19.7551756	0.953116545389071
19.800176	0.95307607526439
19.8451764	0.95303389371295
19.8901768	0.952990000913923
19.9351772	0.952944397055405
19.9801776	0.952897082334419
20.025178	0.952848056956913
20.0701784	0.952797321137762
20.1151788	0.952744875100766
20.1601792	0.952690719078652
20.2051796	0.952650235446048
20.25018	0.952651985716998
20.2951804	0.952653865700213
20.3401808	0.952655875395717
20.3851812	0.952658014803671
20.4301816	0.952660283924366
20.475182	0.952662682758238
20.5201824	0.952665211305845
20.5651828	0.952667869567893
20.6101832	0.952670657545215
20.6551836	0.952673575238783
20.700184	0.9526766226497
20.7451844	0.952679799779209
20.7901848	0.952683106628685
20.8351852	0.952678749832656
20.8801856	0.952673985233588
20.925186	0.952669307638814
20.9701864	0.952664717048667
21.0151868	0.952660213463522
21.0601872	0.952655796883807
21.1051876	0.952651467309996
21.150188	0.952647224742611
21.1951884	0.952643069182223
21.2401888	0.952639000629448
21.2851892	0.952635019084954
21.3301896	0.952631124549455
21.37519	0.952627317023714
21.4201904	0.952623596508538
21.4651908	0.952619963004788
21.5101912	0.952616416513369
21.5551916	0.952612957035235
21.600192	0.952625204884297
21.6451924	0.952660330985777
21.6901928	0.952694668606212
21.7351932	0.952728217699712
21.7801936	0.95276097822143
21.825194	0.952792950127555
21.8701944	0.952824133375315
21.9151948	0.952854527922982
21.9601952	0.952884133729865
22.0051956	0.95291295075631
22.050196	0.952940978963713
22.0951964	0.952968218314499
22.1401968	0.952994668772138
22.1851972	0.953020330301142
22.2301976	0.953045202867057
22.275198	0.953069286436474
22.3201984	0.953092580977018
22.3651988	0.953115086457363
22.4101992	0.953136802847215
22.4551996	0.953157730117323
22.5002	0.953177868239476
22.5452004	0.953197217186502
22.5902008	0.953215776932271
22.6352012	0.953233547451689
22.6802016	0.953250528720705
22.725202	0.953266720716308
22.7702024	0.953282123416525
22.8152028	0.953296736800423
22.8602032	0.953310560848113
22.9052036	0.953323595540741
22.950204	0.953335840860493
22.9952044	0.953347296790599
23.0402048	0.953357963315324
23.0852052	0.953367840419978
23.1302056	0.953376928090906
23.175206	0.953385226315497
23.2202064	0.953392735082176
23.2652068	0.953399454380413
23.3102072	0.953405384200712
23.3552076	0.95341052453462
23.400208	0.953414875374726
23.4452084	0.953418436714656
23.4902088	0.953421208549074
23.5352092	0.953423190873689
23.5802096	0.953424383685245
23.62521	0.953424786981532
23.6702104	0.953424400761372
23.7152108	0.953423225024633
23.7602112	0.953421259772221
23.8052116	0.953418505006082
23.850212	0.9534149607292
23.8952124	0.953410626945604
23.9402128	0.953405503660356
23.9852132	0.953399590879563
24.0302136	0.953392888610372
24.075214	0.953385396860965
24.1202144	0.953377115640568
24.1652148	0.953368044959449
24.2102152	0.953358184828911
24.2552156	0.953347535261298
24.300216	0.953336096269995
24.3452164	0.953323867869428
24.3902168	0.953310850075062
24.4352172	0.953297042903399
24.4802176	0.953282446371986
24.525218	0.953267060499406
24.5702184	0.953250885305283
24.6152188	0.953233920810283
24.6602192	0.953216167036107
24.7052196	0.953197624005502
24.75022	0.95317829174225
24.7952204	0.953158170271176
24.8402208	0.953137259618143
24.8852212	0.953115559810053
24.9302216	0.953093070874853
24.975222	0.953069792841524
25.0202224	0.95304572574009
25.0652228	0.953020869601614
25.1102232	0.952995224458199
25.1552236	0.952968790342986
25.200224	0.952941567290163
25.2452244	0.952913555334949
25.2902248	0.952884754513607
25.3352252	0.952855164863441
25.3802256	0.952824786422794
25.425226	0.952793619231045
25.4702264	0.95276166332862
25.5152268	0.95272891875698
25.5602272	0.952695385558627
25.6052276	0.952661063777103
25.650228	0.95262595345699
25.6952284	0.952590054643909
25.7402288	0.952553367384525
25.7852292	0.952515891726537
25.8302296	0.952477627718687
25.87523	0.952438575410757
25.9202304	0.952398734853567
25.9652308	0.95235810609898
26.0102312	0.952316689199897
26.0552316	0.952274484210259
26.100232	0.952231491185046
26.1452324	0.95218771018028
26.1902328	0.952143141253023
26.2352332	0.952097784461373
26.2802336	0.952051639864471
26.325234	0.952004707522501
26.3702344	0.95195698749668
26.4152348	0.951908479849271
26.4602352	0.95185918464357
26.5052356	0.951809101943922
26.550236	0.951758231815705
26.5952364	0.951706574325337
26.6402368	0.951654129540282
26.6852372	0.951600897529038
26.7302376	0.951546878361145
26.775238	0.951492072107181
26.8202384	0.951436478838767
26.8652388	0.951380098628561
26.9102392	0.951322931550265
26.9552396	0.951264977678618
27.00024	0.951206237089396
27.0452404	0.951146709859421
27.0902408	0.951086396066549
27.1352412	0.951025295789683
27.1802416	0.950963409108759
27.225242	0.950900736104756
27.2702424	0.950837276859694
27.3152428	0.95077303145663
27.3602432	0.950707999979663
27.4052436	0.95064218251393
27.450244	0.950575579145612
27.4952444	0.950508189961924
27.5402448	0.950320832440425
27.5852452	0.950111410843863
27.6302456	0.949900736680236
27.675246	0.949688810365153
27.7202464	0.949475632328205
27.7652468	0.949261203012965
27.8102472	0.949045522876986
27.8552476	0.948828592391802
27.900248	0.94861041204293
27.9452484	0.948390982329867
27.9902488	0.948170303766093
28.0352492	0.947948376879068
28.0802496	0.947725202210234
28.12525	0.947500780315014
28.1702504	0.947275111762814
28.2152508	0.947048197137019
28.2602512	0.946820037034996
28.3052516	0.947596766842891
28.350252	0.950558975988769
28.3952524	0.953458796412082
28.4402528	0.956295564054866
28.4852532	0.959068629811706
28.5302536	0.961777359529721
28.575254	0.964421134008577
28.6202544	0.966999349000476
28.6652548	0.969511415210161
28.7102552	0.971956758294921
28.7552556	0.974334818864579
28.800256	0.976645052481504
28.8452564	0.978886929660601
28.8902568	0.98105993586932
28.9352572	0.983163571527649
28.9802576	0.985197352008119
29.025258	0.9871608076358
29.0702584	0.989053483688303
29.1152588	0.99087494039578
29.1602592	0.992624752940924
29.2052596	0.994302511458971
29.25026	0.995907821037695
29.2952604	0.997440301717408
29.3402608	0.998899588490967
29.3852612	1.00028533130377
29.4302616	1.00159719505376
29.475262	1.0028348595914
29.5202624	1.00399801971973
29.5652628	1.00508638519429
29.6102632	1.0060996807232
29.6552636	1.00703764596708
29.700264	1.00790003553913
29.7452644	1.00868661900506
29.7902648	1.00939718088315
29.8352652	1.01003152064419
29.8802656	1.01058945271152
29.925266	1.01107080646105
29.9702664	1.01147542622118
30.0152668	1.0118031712729
30.0602672	1.01205391584971
30.1052676	1.01222754913766
30.150268	1.01232397527533
30.1952684	1.01234311335386
30.2402688	1.01228489741692
30.2852692	1.01214927646073
30.3302696	1.01193621443403
30.37527	1.01164569023812
30.4202704	1.01127769772683
30.4652708	1.01083224570655
30.5102712	1.01030935793618
30.5552716	1.00970907312718
30.600272	1.00903144494355
30.6452724	1.00827654200183
30.6902728	1.0074444478711
30.7352732	1.00653526107298
30.7802736	1.00554909508163
30.825274	1.00448607832374
30.8702744	1.00334635417857
30.9152748	1.0021300809779
30.9602752	1.00083743200605
31.0052756	0.999468595499876
31.050276	0.998023774648795
31.0952764	0.996503187594751
31.1402768	0.994907067432229
31.1852772	0.993235662208258
31.2302776	0.991489234922406
31.275278	0.989668063526784
31.3202784	0.98777244092604
31.3652788	0.985802674977365
31.4102792	0.983759088490494
31.4552796	0.981642019227695
31.50028	0.979451819903781
31.5452804	0.977188858186108
31.5902808	0.974853516694572
31.6352812	0.972446193001607
31.6802816	0.969967299632186
31.725282	0.967417264063832
31.7702824	0.9647965287266
31.8152828	0.96210555100309
31.8602832	0.959344803228436
31.9052836	0.956514772690325
31.950284	0.953615961628973
31.9952844	0.950648887237146
32.0402848	0.947614081660141
32.0852852	0.944512091995807
32.1302856	0.941343480294525
32.175286	0.93810882355922
32.2202864	0.934808713745357
32.2652868	0.931443757760943
32.3102872	0.928014577466526
32.3552876	0.924521809675192
32.400288	0.920966106152571
32.4452884	0.917348133616832
32.4902888	0.913668573738685
32.5352892	0.909928123141382
32.5802896	0.906127493400713
32.62529	0.902267411045011
32.6702904	0.89834861755515
32.7152908	0.894371869364546
32.7602912	0.890337937859148
32.8052916	0.886247609377456
32.850292	0.882101685210506
32.8952924	0.877900981601876
32.9402928	0.87364632974768
32.9852932	0.869338575796581
33.0302936	0.864978580849776
33.075294	0.860567220961008
33.1202944	0.856105387136554
33.1652948	0.851593985335238
33.2102952	0.847033936468423
33.2552956	0.84242617640001
33.300296	0.837771655946448
33.3452964	0.833071340876716
33.3902968	0.828326211912344
33.4352972	0.823537264727396
33.4802976	0.81870550994848
33.525298	0.813831973154743
33.5702984	0.808917694877876
33.6152988	0.803963730602106
33.6602992	0.798971150764206
33.7052996	0.793941040753486
33.7503	0.788874500911796
33.7953004	0.78377264653353
33.8403008	0.778636607865623
33.8853012	0.773467530107546
33.9303016	0.768266573411316
33.975302	0.76303491288149
34.0203024	0.757773738575161
34.0653028	0.752484255501969
34.1103032	0.74716768362409
34.1553036	0.741825257856244
34.200304	0.73645822806569
34.2453044	0.731783476718738
34.2903048	0.727194277434905
34.3353052	0.722451039657306
34.3803056	0.717553046208319
34.425306	0.712499605170049
34.4703064	0.707290049884328
34.5153068	0.701923738952713
34.5603072	0.696400056236494
34.6053076	0.690718410856678
34.650308	0.684878237194006
34.6953084	0.678878994888942
34.7403088	0.672720168841679
34.7853092	0.666401269212134
34.8303096	0.659921831419955
34.87531	0.653281416144511
34.9203104	0.646479609324903
34.9653108	0.639516022159955
35.0103112	0.632752682210963
35.0553116	0.627213604153665
35.100312	0.621705557886778
35.1453124	0.616228402150993
35.1903128	0.610781998177669
35.2353132	0.605366209688826
35.2803136	0.599980902897155
35.325314	0.594625946506007
35.3703144	0.589301211709399
35.4153148	0.584006572192015
35.4603152	0.5787419041292
35.5053156	0.573507086186968
35.550316	0.568301999521994
35.5953164	0.563126527781623
35.6403168	0.557980557103859
35.6853172	0.552863976117374
35.7303176	0.547776675941506
35.775318	0.542718550186256
35.8203184	0.53768949495229
35.8653188	0.532689408830939
35.9103192	0.5277181929042
35.9553196	0.522775750744733
36.00032	0.517861988415867
36.0453204	0.51297681447159
36.0903208	0.508120139956558
36.1353212	0.503291878406092
36.1803216	0.498491945846178
36.225322	0.493720260793468
36.2703224	0.488976744255274
36.3153228	0.484261319729579
36.3603232	0.479573913205027
36.4053236	0.474914453160929
36.450324	0.470282870567258
36.4953244	0.465679098884656
36.5403248	0.461103074064428
36.5853252	0.456554734548542
36.6303256	0.452034021269633
36.675326	0.447540877651002
36.7203264	0.44307524960661
36.7653268	0.438637085541091
36.8103272	0.434226336349736
36.8553276	0.429842955418505
36.900328	0.425486898624021
36.9453284	0.421158124333573
36.9903288	0.416856593405117
37.0353292	0.41258226918727
37.0803296	0.408335117519314
37.12533	0.404115106731201
37.1703304	0.399922207643543
37.2153308	0.395756393567617
37.2603312	0.391617640305366
37.3053316	0.3875059261494
37.350332	0.383421231882991
37.3953324	0.379363540780078
37.4403328	0.375332838605262
37.4853332	0.371329113613811
37.5303336	0.367352356551658
37.575334	0.363402560655401
37.6203344	0.359479721652301
37.6653348	0.355583837760287
37.7103352	0.351714909687949
37.7553356	0.347872940634547
37.800336	0.34405793629
37.8453364	0.340269904834896
37.8903368	0.336508856940487
37.9353372	0.332774805768691
37.9803376	0.329067766972087
38.025338	0.325387758693922
38.0703384	0.321734801568108
38.1153388	0.318108918719222
38.1603392	0.314510135762504
38.2053396	0.31093848080386
38.25034	0.307393984439861
38.2953404	0.303876679757743
38.3403408	0.300386602335408
38.3853412	0.29692379024142
38.4303416	0.29348828403501
38.475342	0.290080126766074
38.5203424	0.286699363975171
38.5653428	0.283346043693528
38.6103432	0.280020216443033
38.6553436	0.276721935236244
38.700344	0.273451255576378
38.7453444	0.270208235457322
38.7903448	0.266992935363624
38.8353452	0.263805418270499
38.8803456	0.260645749643828
38.925346	0.257513997440154
38.9703464	0.254410232106687
39.0153468	0.251334526581301
39.0603472	0.248286956292534
39.1053476	0.245267599159593
39.150348	0.242276535592344
39.1953484	0.239313848491322
39.2403488	0.236379623247725
39.2853492	0.233473947743418
39.3303496	0.230596912350928
39.37535	0.22774860993345
39.4203504	0.22492913584484
39.4653508	0.222138587929624
39.5103512	0.219377066522989
39.5553516	0.216644674450787
39.600352	0.213941517029537
39.6453524	0.211267702066422
39.6903528	0.208623339859289
39.7353532	0.20600854319665
39.7803536	0.203423427357685
39.825354	0.200868110112233
39.8703544	0.198342711720804
39.9153548	0.19584735493457
39.9603552	0.193382164995366
40.0053556	0.190947269635696
40.050356	0.188542799078727
40.0953564	0.186168886038289
40.1403568	0.183825665718881
40.1853572	0.181513275815662
40.2303576	0.179231856514461
40.275358	0.176981550491768
40.3203584	0.174762502914739
40.3653588	0.172574861441196
40.4103592	0.170418776219625
40.4553596	0.168294399889178
40.50036	0.166201887579668
40.5453604	0.164141396911579
40.5903608	0.162113087996054
40.6353612	0.160117123434906
40.6803616	0.158153668320608
40.725362	0.156222890236303
40.7703624	0.154324959255794
40.8153628	0.152460047943552
40.8603632	0.150628331354713
40.9053636	0.148829987035076
40.950364	0.147065195021106
40.9953644	0.145334137839933
41.0403648	0.143637000509352
41.0853652	0.141973970537821
41.1303656	0.140345237924466
41.175366	0.138750995159076
41.2203664	0.137191437222106
41.2653668	0.135666761584674
41.3103672	0.134177168208564
41.3553676	0.132722859546225
41.400368	0.131304040540772
41.4453684	0.129989228313845
41.4903688	0.128731479779378
41.5353692	0.127507995093981
41.5803696	0.126318739236328
41.62537	0.125163677290429
41.6703704	0.124042774445634
41.7153708	0.122955995996627
41.7603712	0.121903307343432
41.8053716	0.120961744951307
41.850372	0.120832431078356
41.8953724	0.120701269804892
41.9403728	0.120568253285546
41.9853732	0.120433373739871
42.0303736	0.120296623452341
42.075374	0.120157994772351
42.1203744	0.120017480114216
42.1653748	0.119635992194989
42.2103752	0.119222251939938
42.2553756	0.118808736107599
42.300376	0.118395442305798
42.3453764	0.117982368161857
42.3903768	0.117569511322592
42.4353772	0.117156869454316
42.4803776	0.116744440242835
42.525378	0.116332221393449
42.5703784	0.115920210630957
42.6153788	0.11550840569965
42.6603792	0.115096804363314
42.7053796	0.114685404405231
42.75038	0.114274203628178
42.7953804	0.113863199854425
42.8403808	0.113452390925739
42.8853812	0.113041774703383
42.9303816	0.112631349068111
42.975382	0.112221111920175
43.0203824	0.111811061179323
43.0653828	0.111401194784795
43.1103832	0.110991510695327
43.1553836	0.11058200688915
43.200384	0.110172681363992
43.2453844	0.109763532137073
43.2903848	0.109354557245109
43.3353852	0.108945754744312
43.3803856	0.108537122710387
43.425386	0.108128659238536
43.4703864	0.107720362443454
43.5153868	0.107312230459334
43.5603872	0.10690426143986
43.6053876	0.106496453558214
43.650388	0.106088805007072
43.6953884	0.105681313998605
43.7403888	0.105273978764478
43.7853892	0.104866797555853
43.8303896	0.104459768643385
43.87539	0.104052890317225
43.9203904	0.103646160887019
43.9653908	0.103239578681908
44.0103912	0.102833142050527
44.0553916	0.102426849361008
44.100392	0.102020699000975
44.1453924	0.10161468937755
44.1903928	0.101208818917349
44.2353932	0.10080308606648
44.2803936	0.100397489290552
44.325394	0.0999920270746628
44.3703944	0.0995866979234096
44.4153948	0.099181500360882
44.4603952	0.0987764329306661
44.5053956	0.0983714941958419
44.550396	0.0979666827389848
44.5953964	0.0975619971621656
44.6403968	0.0971574360869492
44.6853972	0.0967529981543963
44.7303976	0.096348682025062
44.775398	0.0959444863789965
44.8203984	0.0955404099157451
44.8653988	0.0951364513543483
44.9103992	0.0947326094333409
44.9553996	0.0943288829107534
45.0004	0.0939252705641107
